0.5	0	0	0.961079	
0.5	0	1	0.961079	
0.5	0	0.5	0.961079	
0.5	0	0.25	0.961079	
0.5	0	0.125	0.961079	
0.5	0	0.0625	0.961079	
0.5	0	0.03125	0.961079	
0.5	0	0.015625	0.961079	
0.5	0	0.0078125	0.961079	
0.5	0	0.00390625	0.961079	
0.5	0	0.00195312	0.961079	
0.5	0	0.000976562	0.961079	
0.5	0	0.000488281	0.961079	
0.5	0	0.000244141	0.961079	
0.5	0	0.00012207	0.961079	
0.5	0	6.10352e-05	0.961079	
0.5	0	3.05176e-05	0.961079	
0.5	0	1.52588e-05	0.961079	
0.5	0	7.62939e-06	0.961079	
0.5	0	3.8147e-06	0.961079	
0.5	0	1.90735e-06	0.961079	
0.5	0	9.53674e-07	0.961079	
0.5	0	4.76837e-07	0.961079	
0.5	0	2.38419e-07	0.961079	
0.5	0	1.19209e-07	0.961079	
0.5	0	5.96046e-08	0.961079	
0.5	0	2.98023e-08	0.961079	
0.5	0	1.49012e-08	0.961079	
0.5	0	7.45058e-09	0.961079	
0.5	0	3.72529e-09	0.961079	
0.5	0	7.45058e-09	0.961079	
0.5	1	7.45058e-09	0.742498	
0.5	0.5	7.45058e-09	0.902871	
0.5	2	7.45058e-09	0.287718	
0.5	3.14159	7.45058e-09	0.0101019	
0.5	2.5708	7.45058e-09	0.0854807	
0.5	2.85619	7.45058e-09	0.0293356	
0.5	2.99889	7.45058e-09	0.0149349	
0.5	3.07024	7.45058e-09	0.0113117	
0.5	3.10592	7.45058e-09	0.0104044	
0.5	3.12376	7.45058e-09	0.0101775	
0.5	3.13267	7.45058e-09	0.0101208	
0.5	3.13713	7.45058e-09	0.0101066	
0.5	3.13936	7.45058e-09	0.0101031	
0.5	3.14048	7.45058e-09	0.0101022	
0.5	3.14104	7.45058e-09	0.010102	
0.5	3.14131	7.45058e-09	0.0101019	
0.5	3.14145	7.45058e-09	0.0101019	
0.5	3.14152	7.45058e-09	0.0101019	
0.5	3.14156	7.45058e-09	0.0101019	
0.5	3.14158	7.45058e-09	0.0101019	
0.5	3.14158	7.45058e-09	0.0101019	
0.5	3.14159	7.45058e-09	0.0101019	
0.5	3.14159	7.45058e-09	0.0101019	
0.5	3.14159	7.45058e-09	0.0101019	
0.5	3.14159	7.45058e-09	0.0101019	
0.5	3.14159	7.45058e-09	0.0101019	
0.5	3.14159	7.45058e-09	0.0101019	
0.5	3.14159	7.45058e-09	0.0101019	
0.5	3.14159	7.45058e-09	0.0101019	
0.5	3.14159	7.45058e-09	0.0101019	
0.5	3.14159	7.45058e-09	0.0101019	
0.5	3.14159	7.45058e-09	0.0101019	
0	3.14159	7.45058e-09	0.278072	
1	3.14159	7.45058e-09	inf	
0.5	3.14159	7.45058e-09	0.0101019	
0.05	3.14159	7.45058e-09	0.236561	
0.095	3.14159	7.45058e-09	0.202129	
0.1355	3.14159	7.45058e-09	0.173422	
0.17195	3.14159	7.45058e-09	0.149385	
0.204755	3.14159	7.45058e-09	0.129186	
0.23428	3.14159	7.45058e-09	0.112159	
0.260852	3.14159	7.45058e-09	0.097766	
0.284766	3.14159	7.45058e-09	0.0855698	
0.30629	3.14159	7.45058e-09	0.0752109	
0.325661	3.14159	7.45058e-09	0.0663933	
0.343095	3.14159	7.45058e-09	0.0588716	
0.358785	3.14159	7.45058e-09	0.052442	
0.372907	3.14159	7.45058e-09	0.0469346	
0.385616	3.14159	7.45058e-09	0.0422074	
0.397054	3.14159	7.45058e-09	0.0381414	
0.407349	3.14159	7.45058e-09	0.0346369	
0.416614	3.14159	7.45058e-09	0.03161	
0.424953	3.14159	7.45058e-09	0.0289902	
0.432457	3.14159	7.45058e-09	0.026718	
0.439212	3.14159	7.45058e-09	0.0247432	
0.445291	3.14159	7.45058e-09	0.0230234	
0.450761	3.14159	7.45058e-09	0.0215227	
0.75	3.14159	7.45058e-09	0.032188	
0.583731	3.14159	7.45058e-09	0.000292434	
0.600358	3.14159	7.45058e-09	1.44764e-07	
0.598326	3.14159	7.45058e-09	3.15246e-06	
0.675179	3.14159	7.45058e-09	0.00707636	
0.637769	3.14159	7.45058e-09	0.00168999	
0.619064	3.14159	7.45058e-09	0.000419763	
0.599984	3.14159	7.45058e-09	2.98127e-10	
0.600021	3.14159	7.45058e-09	5.06239e-10	
0.599155	3.14159	7.45058e-09	8.04331e-07	
0.599569	3.14159	7.45058e-09	2.09004e-07	
0.599776	3.14159	7.45058e-09	5.62858e-08	
0.6	3.14159	7.45058e-09	1.66533e-16	
0.600002	3.14159	7.45058e-09	5.05851e-12	
0.6	3.14159	7.45058e-09	5.02376e-14	
0.599992	3.14159	7.45058e-09	7.45408e-11	
0.599996	3.14159	7.45058e-09	1.86396e-11	
0.599998	3.14159	7.45058e-09	4.66205e-12	
0.6	3.14159	7.45058e-09	4.996e-16	
0.599999	3.14159	7.45058e-09	1.16673e-12	
0.599999	3.14159	7.45058e-09	2.92266e-13	
0.6	3.14159	7.45058e-09	7.34413e-14	
0.6	3.14159	7.45058e-09	1.85962e-14	
0.6	3.14159	7.45058e-09	1.66533e-16	
0.6	3.14159	7.45058e-09	4.82947e-15	
0.6	3.14159	7.45058e-09	1.33227e-15	
0.6	3.14159	7.45058e-09	4.996e-16	
0.6	3.14159	7.45058e-09	0	
